ID,model,repeat,premise,hypothesis,error,baseline_KB,additive_verbs_KB,all_verbs_KB,context_pos_KB,additive_pos_KB,fixed_reference_column,fixed_reference_KB
3101378069.jpg#4r1e,openai/gpt-oss-20b,3,A lady rows a canoe filled with things.,A woman rows a small boat loaded with items.,,"isa_wn(lady, woman); isa_wn(canoe, small boat); isa_wn(filled, loaded); isa_wn(thing, item)","isa_wn(lady, woman); isa_wn(canoe, small boat); isa_wn(filled, loaded); isa_wn(thing, item); isa_wn(fill, load)","isa_wn(lady, woman); isa_wn(canoe, small boat); isa_wn(fill, load); isa_wn(thing, item)","isa_wn(lady, woman); isa_wn(canoe, small boat); isa_wn(fill, load); isa_wn(thing, item)","isa_wn(lady, woman); isa_wn(canoe, small boat); isa_wn(filled, loaded); isa_wn(thing, item); isa_wn(fill, load)",Stefan_KB,"(canoe, small boat); (lady, woman); (thing, item); (filled, loaded)"
3106022785.jpg#0r1e,openai/gpt-oss-20b,3,"A woman dressed as Dorthy from the Wizard of Oz smiling at a baby, standing above her on a table, dressed as an elephant.",Somebody who is depicted is wearing a costume from a movie.,,"isa_wn(dressed as Dorothy, wearing costume movie)","isa_wn(dressed as Dorothy, wearing costume movie); isa_wn(dress as dorothy, wear costume movie)","isa_wn(dress as dorothy, wear costume movie)","isa_wn(dressed as Dorothy, wearing costume movie)","isa_wn(dressed as Dorothy, wearing costume movie)",Jorryt_KB,NO_RELATION
311,openai/gpt-oss-20b,3,A group of people is near the ocean,A crowd of people is near the water,,"isa_wn(group, crowd); isa_wn(ocean, water)","isa_wn(group, crowd); isa_wn(ocean, water)","isa_wn(group, crowd); isa_wn(ocean, water)","isa_wn(group, crowd); isa_wn(ocean, water)","isa_wn(group, crowd); isa_wn(ocean, water)",Lasha_KB,"(group, crowd); (ocean, water)"
3115354165.jpg#4r1e,openai/gpt-oss-20b,3,a skateboarder ollies.,Someone is on a board with four wheels.,,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,Stefan_KB,"(skateboarder, someone)"
3122,openai/gpt-oss-20b,3,A woman is using a pencil for eyes and is applying eye liner to her eyelid,A woman is applying cosmetics to her eyelid,,"isa_wn(eye liner, cosmetic)","isa_wn(eye liner, cosmetic)","isa_wn(eye liner, cosmetic)","isa_wn(eye liner, cosmetic)","isa_wn(eye liner, cosmetic)",Stefan_KB,"(eye liner, cosmetic)"
312691128.jpg#1r1e,openai/gpt-oss-20b,3,A man in hat and apron flipping over his pancake by tossing it in the air back to the pan.,The male is cooking food.,,"isa_wn(man, male); isa_wn(pancake, food); isa_wn(flip, cook)","isa_wn(man, male); isa_wn(pancake, food); isa_wn(flip, cook)","isa_wn(man, male); isa_wn(pancake, food); isa_wn(flip, cook)","isa_wn(man, male); isa_wn(pancake, food); isa_wn(flip, cook)","isa_wn(man, male); isa_wn(pancake, food); isa_wn(flip, cook)",Ettore_KB,"(flip, cook); (pancake, food); (man, male)"
3134092148.jpg#3r2e,openai/gpt-oss-20b,3,A man surfing a wave.,A man catches a wave.,,"isa_wn(surf, catch)","isa_wn(surf, catch)","isa_wn(surf, catch)","isa_wn(surf, catch)","isa_wn(surf, catch)",Stefan_KB,NO_RELATION
3168293517.jpg#2r1e,openai/gpt-oss-20b,3,A little boy in a blue shirt holding a toy.,Boy dressed in blue holds a toy.,,"isa_wn(little boy, boy); isa_wn(blue shirt, blue clothing)","isa_wn(little boy, boy); isa_wn(blue shirt, blue clothing); isa_wn(blue shirt, blue clothe)","isa_wn(little boy, boy); isa_wn(blue shirt, blue clothe)","isa_wn(little boy, boy); isa_wn(blue shirt, blue clothing)","isa_wn(little boy, boy); isa_wn(blue shirt, blue clothing)",Stefan_KB,NO_RELATION
3181701312.jpg#2r1e,openai/gpt-oss-20b,3,A man takes a nap on the sidewalk in a busy city.,Someone is asleep on a sidewalk.,,"isa_wn(man, someone); isa_wn(take nap, be asleep)","isa_wn(man, someone); isa_wn(take nap, be asleep)","isa_wn(man, someone); isa_wn(take nap, be asleep)","isa_wn(man, someone); isa_wn(take nap, be asleep)","isa_wn(man, someone); isa_wn(take nap, be asleep)",Stefan_KB,"(man, someone)"
3182517887.jpg#1r1e,openai/gpt-oss-20b,3,A man with a tattoo is wearing sunglasses while holding a small boy.,There is a man with body art who is holding a young person.,,"isa_wn(tattoo, body art); isa_wn(small boy, young person)","isa_wn(tattoo, body art); isa_wn(small boy, young person)","isa_wn(tattoo, body art); isa_wn(small boy, young person)","isa_wn(tattoo, body art); isa_wn(small boy, young person)","isa_wn(tattoo, body art); isa_wn(small boy, young person)",Stefan_KB,"(small boy, young person); (tattoo, body art)"
320199844.jpg#0r1e,openai/gpt-oss-20b,3,A man in a Santa Claus costume is sitting on a wooden chair holding a microphone and a stringed instrument.,The man is wearing a costume.,,"isa_wn(santa claus costume, costume)","isa_wn(santa claus costume, costume)","isa_wn(santa claus costume, costume)","isa_wn(santa claus costume, costume)","isa_wn(santa claus costume, costume)",Stefan_KB,NO_RELATION
3208032657.jpg#2r1e,openai/gpt-oss-20b,3,A person powerwashing stairs leading down to a pool.,a person washes stairs,,"isa_wn(powerwash, wash)","isa_wn(powerwash, wash)","isa_wn(powerwash, wash)","isa_wn(powerwash, wash)","isa_wn(powerwash, wash)",Lasha_KB,"(powerwash, wash)"
3228793611.jpg#4r1e,openai/gpt-oss-20b,3,Dog digs in sand,A dog is playing,,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,Stefan_KB,NO_RELATION
3232994074.jpg#4r1e,openai/gpt-oss-20b,3,A man and child working on a puzzle.,An adult and a kid are engaged in an activity.,,"isa_wn(man, adult); isa_wn(child, kid); isa_wn(puzzle, activity); isa_wn(work, engage)","isa_wn(man, adult); isa_wn(child, kid); isa_wn(puzzle, activity); isa_wn(work, engage)","isa_wn(man, adult); isa_wn(child, kid); isa_wn(puzzle, activity); isa_wn(work, engage)","isa_wn(man, adult); isa_wn(child, kid); isa_wn(puzzle, activity); isa_wn(work, engage)","isa_wn(man, adult); isa_wn(child, kid); isa_wn(puzzle, activity); isa_wn(work, engage)",Stefan_KB,"(man, adult); (child, kid)"
3246724744.jpg#0r1e,openai/gpt-oss-20b,3,A young woman wearing a black shirt and black shorts jumps in the air at the beach.,A women in black at the beach.,,"isa_wn(black shirt, black); isa_wn(black short, black)","isa_wn(black shirt, black); isa_wn(black short, black)","isa_wn(black shirt, black); isa_wn(black short, black)","isa_wn(black shirt, black); isa_wn(black short, black)","isa_wn(black shirt, black); isa_wn(black short, black)",Stefan_KB,NO_RELATION
3250,openai/gpt-oss-20b,3,A woman is placing two eggs into a pot of water,A woman is putting two eggs into a pot of water,,"isa_wn(placing, putting)","isa_wn(placing, putting); isa_wn(place, put)","isa_wn(place, put)","isa_wn(place, put)","isa_wn(placing, putting); isa_wn(place, put)",Stefan_KB,"(place, put)"
3256433677.jpg#2r1n,openai/gpt-oss-20b,3,"A woman, in a green shirt, preparing to run on a treadmill.",A woman is getting a workout.,,"isa_wn(run, workout)","isa_wn(run, workout)","isa_wn(run, workout)","isa_wn(run, workout)","isa_wn(run, workout)",Stefan_KB,NO_RELATION
326456451.jpg#4r1e,openai/gpt-oss-20b,3,A rottweiler running.,An animal is running.,,"isa_wn(rottweiler, animal)","isa_wn(rottweiler, animal)","isa_wn(rottweiler, animal)","isa_wn(rottweiler, animal)","isa_wn(rottweiler, animal)",Stefan_KB,"(rottweiler, animal)"
3375549004.jpg#4r1e,openai/gpt-oss-20b,3,Men walk in line carrying things.,"While carrying their load, the men walked one behind the other.",,"isa_wn(carry things, carry load)","isa_wn(carry things, carry load)","isa_wn(carry things, carry load)","isa_wn(carry things, carry load)","isa_wn(carry things, carry load)",Stefan_KB,NO_RELATION
3383037991.jpg#3r1e,openai/gpt-oss-20b,3,A dog looks content sitting on a bed after ripping up some paper,a dog sitting on a bed after ripping up paper.,,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,Lasha_KB,NO_RELATION
342289865.jpg#1r1e,openai/gpt-oss-20b,3,Man in brown and red checkered button up shirt and blue jeans makes a male and female laugh.,A person in casual clothing is causing two others to be merry.,,"isa_wn(man, person); isa_wn(shirt and jeans, casual clothing); isa_wn(laugh, merry)","isa_wn(man, person); isa_wn(shirt and jeans, casual clothing); isa_wn(laugh, merry); isa_wn(shirt and jeans, casual clothe)","isa_wn(man, person); isa_wn(shirt and jeans, casual clothe); isa_wn(laugh, merry)","isa_wn(man, person); isa_wn(shirt and jeans, casual clothing); isa_wn(laugh, merry)","isa_wn(man, person); isa_wn(shirt and jeans, casual clothing); isa_wn(laugh, merry)",Ettore_KB,"(laugh, merry); (man, person); (shirt, casual clothing); (jeans, casual clothing)"
3424908564.jpg#1r1e,openai/gpt-oss-20b,3,A woman with red-hair and wearing a black tank top and short jeans shorts appears to be yelling.,A woman with red-hair screams.,,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,Stefan_KB,"(yell, scream)"
3426144752.jpg#0r1e,openai/gpt-oss-20b,3,The blond-haired and blue eyed child holds the wooden airplane in his hands.,A child is playing with a toy airplane.,,"isa_wn(wooden airplane, toy airplane)","isa_wn(wooden airplane, toy airplane)","isa_wn(wooden airplane, toy airplane)","isa_wn(wooden airplane, toy airplane)","isa_wn(wooden airplane, toy airplane)",Lasha_KB,"(wooden airplane, toy airplane)"
3426724811.jpg#4r1e,openai/gpt-oss-20b,3,Several men in protective suits are rolling a man on a gurnee.,A man is on a gurney,,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,Jorryt_KB,NO_RELATION
3432730942.jpg#0r1e,openai/gpt-oss-20b,3,Two people look at two red motorcycles in a place where there are religious murals on the wall.,The two people are looking at motorcycles.,,"isa_wn(red motorcycle, motorcycle)","isa_wn(red motorcycle, motorcycle)","isa_wn(red motorcycle, motorcycle)","isa_wn(red motorcycle, motorcycle)","isa_wn(red motorcycle, motorcycle)",Lasha_KB,NO_RELATION
3440104178.jpg#4r1e,openai/gpt-oss-20b,3,A dog with big ears holds a ball in his mouth.,The dog has big ears.,,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,Stefan_KB,NO_RELATION
3447155358.jpg#3r1e,openai/gpt-oss-20b,3,A little girl in a red flowered dress with a tennis racket.,A little girl in red.,,"isa_wn(red flowered dress, red)","isa_wn(red flowered dress, red); isa_wn(red flower dress, red)","isa_wn(red flower dress, red)","isa_wn(red flowered dress, red)","isa_wn(red flowered dress, red)",Stefan_KB,NO_RELATION
3455964125.jpg#0r1e,openai/gpt-oss-20b,3,"A young woman dressed as a princess is waving to others from inside a ride where the carriage is a large replica of the Disney character, Dumbo.","A female with clothes on is on a moving vehicle, waving her hands left to right in the air.",,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,Lasha_KB,"(ride, moving vehicle); (woman, female)"
3471514734.jpg#1r1e,openai/gpt-oss-20b,3,A small girl in a blue shirt with a posy pattern brushes her teeth with a red and yellow toothbrush.,The girl is cleaning her teeth with a colorful toothbrush,,"isa_wn(brush, clean); isa_wn(red and yellow toothbrush, colorful toothbrush)","isa_wn(brush, clean); isa_wn(red and yellow toothbrush, colorful toothbrush)","isa_wn(brush, clean); isa_wn(red and yellow toothbrush, colorful toothbrush)","isa_wn(brush, clean); isa_wn(red and yellow toothbrush, colorful toothbrush)","isa_wn(brush, clean); isa_wn(red and yellow toothbrush, colorful toothbrush)",Stefan_KB,"(brush, clean)"
347186933.jpg#2r1e,openai/gpt-oss-20b,3,A woman dangles from a blue fabric connected to a tree.,A woman is hanging from a tree.,,"isa_wn(dangle, hang)","isa_wn(dangle, hang)","isa_wn(dangle, hang)","isa_wn(dangle, hang)","isa_wn(dangle, hang)",Stefan_KB,"(dangle, hang)"
3479245321.jpg#4r1e,openai/gpt-oss-20b,3,Concentration campsite.,A concentration camp.,,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,Stefan_KB,"(campsite, camp)"
3486059684.jpg#1r1e,openai/gpt-oss-20b,3,The restaurant employee is preparing sandwiches in the highly decorated kitchen.,A service worker is making food in a nice kitchen.,,"isa_wn(restaurant employee, service worker); isa_wn(prepare sandwiches, make food); isa_wn(highly decorated kitchen, nice kitchen)","isa_wn(restaurant employee, service worker); isa_wn(prepare sandwiches, make food); isa_wn(highly decorated kitchen, nice kitchen); isa_wn(prepare sandwich, make food); isa_wn(highly decorate kitchen, nice kitchen)","isa_wn(restaurant employee, service worker); isa_wn(prepare sandwich, make food); isa_wn(highly decorate kitchen, nice kitchen)","isa_wn(restaurant employee, service worker); isa_wn(prepare sandwiches, make food); isa_wn(highly decorate kitchen, nice kitchen)","isa_wn(restaurant employee, service worker); isa_wn(prepare sandwiches, make food); isa_wn(highly decorated kitchen, nice kitchen); isa_wn(highly decorate kitchen, nice kitchen)",Stefan_KB,"(restaurant employee, service worker); (sandwich, food); (prepare, make)"
3500136982.jpg#1r1e,openai/gpt-oss-20b,3,A line of rollerbladers crouch down aerodynamically,A group of rollerbladers are crouching.,,"isa_wn(line, group)","isa_wn(line, group)","isa_wn(line, group)","isa_wn(line, group)","isa_wn(line, group)",Jorryt_KB,"(line, group)"
3515378674.jpg#2r1e,openai/gpt-oss-20b,3,An older man indulging in a bottle of amber liquid.,An old man is drinking some amber liquid from a bottle.,,"isa_wn(indulge, drink)","isa_wn(indulge, drink)","isa_wn(indulge, drink)","isa_wn(indulge, drink)","isa_wn(indulge, drink)",Ettore_KB,"(indulge, drink)"
3518365400.jpg#3r1e,openai/gpt-oss-20b,3,A young girl throws sand toward the ocean.,The girl is tossing sand into the ocean,,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,Lasha_KB,"(throw, toss)"
3523115345.jpg#4r1e,openai/gpt-oss-20b,3,A female researcher videotaping a specimen.,A female is recording her research. `,,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,Lasha_KB,"(videotape, record)"
3552435734.jpg#2r1e,openai/gpt-oss-20b,3,The black dog is running through water.,The dog with the black fur gets wet running in water.,,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,Lasha_KB,NO_RELATION
3562169000.jpg#0r1e,openai/gpt-oss-20b,3,A blue race car slides off the racetrack and hits white median bumpers with its rear.,The automobile lost control and hit something.,,"isa_wn(race car, automobile)","isa_wn(race car, automobile)","isa_wn(race car, automobile)","isa_wn(race car, automobile)","isa_wn(race car, automobile)",Stefan_KB,"(bumper, something); (race car, automobile)"
3584860179.jpg#1r1e,openai/gpt-oss-20b,3,An old man is sitting in a chair outside a colorfully painted building.,Elderly man is sitting on a chair in outside of a building,,"isa_wn(old man, elderly man); isa_wn(colorfully painted building, building)","isa_wn(old man, elderly man); isa_wn(colorfully painted building, building); isa_wn(colorfully paint build, build)","isa_wn(old man, elderly man); isa_wn(colorfully paint build, build)","isa_wn(old man, elderly man); isa_wn(colorfully paint building, building)","isa_wn(old man, elderly man); isa_wn(colorfully painted building, building); isa_wn(colorfully paint building, building)",Stefan_KB,"(old, elderly)"
3586,openai/gpt-oss-20b,3,A man is playing the drum,A man is practicing the drum,,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,NO_RELATION,Stefan_KB,"(play, practice)"
359800617.jpg#0r1e,openai/gpt-oss-20b,3,A woman is holding a baby while standing in the middle of a room.,A woman holds a young child indoors.,,"isa_wn(baby, young child); isa_wn(room, indoors)","isa_wn(baby, young child); isa_wn(room, indoors)","isa_wn(baby, young child); isa_wn(room, indoors)","isa_wn(baby, young child); isa_wn(room, indoors)","isa_wn(baby, young child); isa_wn(room, indoors)",Stefan_KB,"(baby, young child); (room, indoors)"
3612249030.jpg#1r1e,openai/gpt-oss-20b,3,A boy is carrying a black body board across the sand.,The boy is holding an item.,,"isa_wn(body board, item); isa_wn(carry, hold)","isa_wn(body board, item); isa_wn(carry, hold)","isa_wn(body board, item); isa_wn(carry, hold)","isa_wn(body board, item); isa_wn(carry, hold)","isa_wn(body board, item); isa_wn(carry, hold)",Stefan_KB,"(body board, item); (carry, hold)"
3613264553.jpg#4r1e,openai/gpt-oss-20b,3,A white dog is walking on a rocky hillside.,A dog walks outside.,,"isa_wn(rocky hillside, outside)","isa_wn(rocky hillside, outside)","isa_wn(rocky hillside, outside)","isa_wn(rocky hillside, outside)","isa_wn(rocky hillside, outside)",Jorryt_KB,NO_RELATION
3614595423.jpg#4r1e,openai/gpt-oss-20b,3,Children climb a tree.,Kids climbing.,,"isa_wn(child, kid)","isa_wn(child, kid)","isa_wn(child, kid)","isa_wn(child, kid)","isa_wn(child, kid)",Lasha_KB,"(child, kid)"
3618525295.jpg#2r1e,openai/gpt-oss-20b,3,a woman and her dog sitting at an outdoor cafe table,A woman and her pet sit outside at a restaurant.,,"isa_wn(dog, pet); isa_wn(cafe, restaurant); isa_wn(outdoor, outside)","isa_wn(dog, pet); isa_wn(cafe, restaurant); isa_wn(outdoor, outside)","isa_wn(dog, pet); isa_wn(cafe, restaurant); isa_wn(outdoor, outside)","isa_wn(dog, pet); isa_wn(cafe, restaurant); isa_wn(outdoor, outside)","isa_wn(dog, pet); isa_wn(cafe, restaurant); isa_wn(outdoor, outside)",Stefan_KB,"(cafe, restaurant); (dog, pet); (outdoor, outside)"
3629664676.jpg#4r1e,openai/gpt-oss-20b,3,A dog pulling a rope.,The dog drags the rope.,,"isa_wn(pull, drag)","isa_wn(pull, drag)","isa_wn(pull, drag)","isa_wn(pull, drag)","isa_wn(pull, drag)",Stefan_KB,"(pull, drag)"
